Task,Model,Metric,Value,Fold
IRS1,mkl,r2_score,-3.7200267770451445,All
IRS1,mkl,spearman,0.4687663262899273,All
IRS1,mkl,spearman_p,2.085328064693695e-23,All
ITGA2,mkl,pearson,0.32356640766019334,All
ITGA2,mkl,pearson_p,2.8283045478033135e-11,All
ITGA2,mkl,r2_score,-8.912610480624311,All
ITGA2,mkl,spearman,0.3136845198002212,All
ITGA2,mkl,spearman_p,1.1877276024447296e-10,All
JAK2,mkl,pearson,0.3292917502763757,All
JAK2,mkl,pearson_p,1.2020817802917058e-11,All
JAK2,mkl,r2_score,-4.776217385591147,All
JAK2,mkl,spearman,0.3759062451256047,All
JAK2,mkl,spearman_p,5.666996312083832e-15,All
KAT2A,mkl,pearson,0.5217136144582489,All
KAT2A,mkl,pearson_p,1.6406987692782742e-29,All
KAT2A,mkl,r2_score,-2.271426723281977,All
KAT2A,mkl,spearman,0.553133014035114,All
KAT2A,mkl,spearman_p,1.1296244803979143e-33,All
KDR,mkl,pearson,0.5328147747245645,All
KDR,mkl,pearson_p,6.224270767648804e-31,All
KDR,mkl,r2_score,-2.502155951447594,All
KDR,mkl,spearman,0.5313181770949805,All
KDR,mkl,spearman_p,9.743741800092014e-31,All
KIT,mkl,pearson,0.5027442190240843,All
KIT,mkl,pearson_p,3.352230831426446e-27,All
KIT,mkl,r2_score,-2.350098428451041,All
KIT,mkl,spearman,0.5343358266407947,All
KIT,mkl,spearman_p,3.9379797629521836e-31,All
LCK,mkl,pearson,0.5813653549703701,All
LCK,mkl,pearson_p,8.269381875396293e-38,All
LCK,mkl,r2_score,-1.2756412597032094,All
LCK,mkl,spearman,0.5515434799707695,All
LCK,mkl,spearman_p,1.8801264317601956e-33,All
MAP2K1,mkl,pearson,0.3486571525235901,All
MAP2K1,mkl,pearson_p,5.812037190388843e-13,All
MAP2K1,mkl,r2_score,-4.993458229980422,All
MAP2K1,mkl,spearman,0.3702400223240826,All
MAP2K1,mkl,spearman_p,1.5395788260408157e-14,All
MAPK1,mkl,pearson,0.11625877433874851,All
MAPK1,mkl,pearson_p,0.01956690701664246,All
MAPK1,mkl,r2_score,-13.319945581285332,All
MAPK1,mkl,spearman,0.1401640020534728,All
MAPK1,mkl,spearman_p,0.004817937122486748,All
MAPK14,mkl,pearson,0.35745829742149554,All
MAPK14,mkl,pearson_p,1.3667194013909752e-13,All
MAPK14,mkl,r2_score,-4.9538761277644765,All
MAPK14,mkl,spearman,0.3847673740281846,All
MAPK14,mkl,spearman_p,1.1411631274932545e-15,All
MAPK9,mkl,pearson,0.5435369150582903,All
MAPK9,mkl,pearson_p,2.3487262727520443e-32,All
MAPK9,mkl,r2_score,-1.632164215387998,All
MAPK9,mkl,spearman,0.5465235629140066,All
MAPK9,mkl,spearman_p,9.230019363898153e-33,All
MET,mkl,pearson,0.15364840117702883,All
MET,mkl,pearson_p,0.0019795942811732174,All
MET,mkl,r2_score,-8.616499797436628,All
MET,mkl,spearman,0.19383497008454587,All
MET,mkl,spearman_p,8.990778476941119e-05,All
MRE11A,mkl,pearson,0.035176942936053196,All
MRE11A,mkl,pearson_p,0.4813102996718346,All
MRE11A,mkl,r2_score,-12.636082004273739,All
MRE11A,mkl,spearman,0.05042663675333314,All
MRE11A,mkl,spearman_p,0.3125883312788437,All
MS4A1,mkl,pearson,0.28968889638206513,All
MS4A1,mkl,pearson_p,3.124528474012821e-09,All
MS4A1,mkl,r2_score,-6.556347342946367,All
MS4A1,mkl,spearman,0.2976966745450025,All
MS4A1,mkl,spearman_p,1.0846791124996794e-09,All
MSH2,mkl,pearson,0.6083139168958683,All
MSH2,mkl,pearson_p,3.763573059415948e-42,All
MSH2,mkl,r2_score,-1.4844807366557737,All
MSH2,mkl,spearman,0.5641325057328515,All
MSH2,mkl,spearman_p,3.0821646956379805e-35,All
MSH6,mkl,pearson,0.6834184705502965,All
MSH6,mkl,pearson_p,9.184600903846738e-57,All
MSH6,mkl,r2_score,-0.7362765623504379,All
MSH6,mkl,spearman,0.6406320229702102,All
MSH6,mkl,spearman_p,6.128312411436712e-48,All
MTOR,mkl,pearson,0.40722369946699344,All
MTOR,mkl,pearson_p,1.5718947354794507e-17,All
MTOR,mkl,r2_score,-4.152907304651893,All
MTOR,mkl,spearman,0.41009011172809606,All
MTOR,mkl,spearman_p,8.883129753405435e-18,All
MYC,mkl,pearson,0.18084082369550258,All
MYC,mkl,pearson_p,0.00026304901417667487,All
MYC,mkl,r2_score,-10.118885190581484,All
MYC,mkl,spearman,0.1908316831147658,All
MYC,mkl,spearman_p,0.00011596665835935727,All
MYH11,mkl,pearson,0.3917620065541617,All
MYH11,mkl,pearson_p,3.1106005391013636e-16,All
MYH11,mkl,r2_score,-3.093407789092705,All
MYH11,mkl,spearman,0.4350543338012008,All
MYH11,mkl,spearman_p,4.8584345468157884e-20,All
MYH9,mkl,pearson,0.2946054501688815,All
MYH9,mkl,pearson_p,1.6381908415290888e-09,All
MYH9,mkl,r2_score,-4.938263844090912,All
MYH9,mkl,spearman,0.3208376442305719,All
MYH9,mkl,spearman_p,4.225702929825479e-11,All
NF2,mkl,pearson,0.367484057629683,All
NF2,mkl,pearson_p,2.485743726460188e-14,All
NF2,mkl,r2_score,-5.942564562655254,All
NF2,mkl,spearman,0.4092713850630321,All
NF2,mkl,spearman_p,1.0461756389680928e-17,All
NOTCH1,mkl,pearson,0.380619500952144,All
NOTCH1,mkl,pearson_p,2.430991924555358e-15,All
NOTCH1,mkl,r2_score,-4.366339155723427,All
NOTCH1,mkl,spearman,0.35129219907173354,All
NOTCH1,mkl,spearman_p,3.785824576492617e-13,All
NRAS,mkl,pearson,0.22943012832812495,All
NRAS,mkl,pearson_p,3.2604307209645607e-06,All
NRAS,mkl,r2_score,-9.7350071436605,All
NRAS,mkl,spearman,0.260662536727057,All
NRAS,mkl,spearman_p,1.1049677173380275e-07,All
NRG1,mkl,pearson,0.18674884448764004,All
NRG1,mkl,pearson_p,0.00016289851696195463,All
NRG1,mkl,r2_score,-10.982338288023294,All
NRG1,mkl,spearman,0.24107265960179097,All
NRG1,mkl,spearman_p,9.737308166609263e-07,All
PARK7,mkl,pearson,0.6186958259194991,All
PARK7,mkl,pearson_p,6.158555968256963e-44,All
PARK7,mkl,r2_score,-1.1143998115989953,All
PARK7,mkl,spearman,0.6598636546585398,All
PARK7,mkl,spearman_p,1.0004850912606507e-51,All
PARP1,mkl,pearson,0.2208832151435514,All
PARP1,mkl,pearson_p,7.611545901205249e-06,All
PARP1,mkl,r2_score,-6.966279662173561,All
PARP1,mkl,spearman,0.2417788821661488,All
PARP1,mkl,spearman_p,9.030857209228159e-07,All
PCNA,mkl,pearson,0.4187071535792459,All
PCNA,mkl,pearson_p,1.5450695292908694e-18,All
PCNA,mkl,r2_score,-4.942674743009333,All
PCNA,mkl,spearman,0.4034725154785487,All
PCNA,mkl,spearman_p,3.2900150990092456e-17,All
PDCD4,mkl,pearson,0.4084127646716068,All
PDCD4,mkl,pearson_p,1.2413525235408873e-17,All
PDCD4,mkl,r2_score,-4.375340155626977,All
PDCD4,mkl,spearman,0.4021095480245842,All
PDCD4,mkl,spearman_p,4.2928785299213516e-17,All
PDK1,mkl,pearson,0.5509818493683669,All
PDK1,mkl,pearson_p,2.249466179469789e-33,All
PDK1,mkl,r2_score,-1.9885939540295499,All
PDK1,mkl,spearman,0.5690416172303926,All
PDK1,mkl,spearman_p,5.9118717240941754e-36,All
PEA15,mkl,pearson,0.46352803044853275,All
PEA15,mkl,pearson_p,7.366449070673906e-23,All
PEA15,mkl,r2_score,-3.324003612676539,All
PEA15,mkl,spearman,0.4825919064413024,All
PEA15,mkl,spearman_p,6.705526669746467e-25,All
PECAM1,mkl,pearson,0.06784157704454806,All
PECAM1,mkl,pearson_p,0.174068576062646,All
PECAM1,mkl,r2_score,-11.09217870238295,All
PECAM1,mkl,spearman,0.09800223204705329,All
PECAM1,mkl,spearman_p,0.04929804227239447,All
PGR,mkl,pearson,0.7018468800651926,All
PGR,mkl,pearson_p,4.757729680808157e-61,All
PGR,mkl,r2_score,-0.47716090313653403,All
PGR,mkl,spearman,0.7264629010951061,All
PGR,mkl,spearman_p,2.5686726632881135e-67,All
PIK3CA,mkl,pearson,0.24507526086341458,All
PIK3CA,mkl,pearson_p,6.334571402969752e-07,All
PIK3CA,mkl,r2_score,-10.515421781431403,All
PIK3CA,mkl,spearman,0.3352626718377322,All
PIK3CA,mkl,spearman_p,4.831087412191948e-12,All
PIK3R1,mkl,pearson,0.5049236304984922,All
PIK3R1,mkl,pearson_p,1.8501294304817083e-27,All
PIK3R1,mkl,r2_score,-2.6762827308768506,All
PIK3R1,mkl,spearman,0.5034835988366054,All
PIK3R1,mkl,spearman_p,2.7413774816196555e-27,All
PIK3R2,mkl,pearson,0.504635281756487,All
PIK3R2,mkl,pearson_p,2.0019859985570125e-27,All
PIK3R2,mkl,r2_score,-2.675907972628934,All
PIK3R2,mkl,spearman,0.5024700682583898,All
PIK3R2,mkl,spearman_p,3.611382322155126e-27,All
PRDX1,mkl,pearson,0.3713149492081961,All
PRDX1,mkl,pearson_p,1.275593195185335e-14,All
PRDX1,mkl,r2_score,-6.078351922934313,All
PRDX1,mkl,spearman,0.37969511941346396,All
PRDX1,mkl,spearman_p,2.87304946292679e-15,All
PREX1,mkl,pearson,0.6574431221797452,All
PREX1,mkl,pearson_p,3.1058852060702956e-51,All
PREX1,mkl,r2_score,-1.0579844508198106,All
PREX1,mkl,spearman,0.6949722154562893,All
PREX1,mkl,spearman_p,2.0612534316408995e-59,All
PRKAA1,mkl,pearson,0.4965873400589631,All
PRKAA1,mkl,pearson_p,1.7563944425953883e-26,All
PRKAA1,mkl,r2_score,-2.732056041867959,All
PRKAA1,mkl,spearman,0.5147952245798936,All
PRKAA1,mkl,spearman_p,1.1870297835599253e-28,All
PRKCA,mkl,pearson,0.30855584836354094,All
PRKCA,mkl,pearson_p,2.450255151990626e-10,All
PRKCA,mkl,r2_score,-5.465249870839762,All
PRKCA,mkl,spearman,0.3335997794360396,All
PRKCA,mkl,spearman_p,6.23969057864073e-12,All
PTEN,mkl,pearson,0.2693652284338212,All
PTEN,mkl,pearson_p,3.962400633271505e-08,All
PTEN,mkl,r2_score,-7.49163993433176,All
PTEN,mkl,spearman,0.29104320605743406,All
PTEN,mkl,spearman_p,2.6186312004901434e-09,All
PXN,mkl,pearson,0.3458672620962991,All
PXN,mkl,pearson_p,9.110558277577272e-13,All
PXN,mkl,r2_score,-6.58339454075081,All
PXN,mkl,spearman,0.3405787575485449,All
PXN,mkl,spearman_p,2.1100950376267154e-12,All
RAB11A,mkl,pearson,0.37262342638335805,All
RAB11A,mkl,pearson_p,1.013589933256119e-14,All
RAB11A,mkl,r2_score,-3.966039435989206,All
RAB11A,mkl,spearman,0.41985629150156606,All
RAB11A,mkl,spearman_p,1.218943750675559e-18,All
RAB11B,mkl,pearson,0.3731038215269151,All
RAB11B,mkl,pearson_p,9.313002252451142e-15,All
RAB11B,mkl,r2_score,-3.9899658295566836,All
RAB11B,mkl,spearman,0.42085634636753333,All
RAB11B,mkl,spearman_p,9.90958326859764e-19,All
RAB25,mkl,pearson,0.4191598896340578,All
RAB25,mkl,pearson_p,1.4074384104284062e-18,All
RAB25,mkl,r2_score,-4.416400039453855,All
RAB25,mkl,spearman,0.41141554974852346,All
RAB25,mkl,spearman_p,6.809996539688988e-18,All
RAD50,mkl,pearson,0.4319444663669793,All
RAD50,mkl,pearson_p,9.520145066966083e-20,All
RAD50,mkl,r2_score,-3.6973032459529636,All
RAD50,mkl,spearman,0.45443664347251617,All
RAD50,mkl,spearman_p,6.256724039884473e-22,All
RAD51,mkl,pearson,0.29417530381687634,All
RAD51,mkl,pearson_p,1.734252615272952e-09,All
RAD51,mkl,r2_score,-6.250585396331139,All
RAD51,mkl,spearman,0.34468669196460333,All
RAD51,mkl,spearman_p,1.1004495019122442e-12,All
RAF1,mkl,pearson,0.2001899681704269,All
RAF1,mkl,pearson_p,5.1801671822026275e-05,All
RAF1,mkl,r2_score,-12.213860005756827,All
RAF1,mkl,spearman,0.2127020071317539,All
RAF1,mkl,spearman_p,1.6617844599699204e-05,All
RB1,mkl,pearson,0.2879188552157612,All
RB1,mkl,pearson_p,3.930363535990811e-09,All
RB1,mkl,r2_score,-6.491995373075916,All
RB1,mkl,spearman,0.33244079506600843,All
RB1,mkl,spearman_p,7.450986255391938e-12,All
RBM15,mkl,pearson,0.5072818530112778,All
RBM15,mkl,pearson_p,9.678172796164204e-28,All
RBM15,mkl,r2_score,-2.1306524241494764,All
RBM15,mkl,spearman,0.56202766628753,All
RBM15,mkl,spearman_p,6.204165088965472e-35,All
RICTOR,mkl,pearson,0.1271231627685514,All
RICTOR,mkl,pearson_p,0.010636362288932479,All
RICTOR,mkl,r2_score,-8.906998953396883,All
RICTOR,mkl,spearman,0.21380252516351703,All
RICTOR,mkl,spearman_p,1.4986927777188427e-05,All
RPS6,mkl,pearson,0.48287322129309157,All
RPS6,mkl,pearson_p,6.242370784285009e-25,All
RPS6,mkl,r2_score,-1.929320399607851,All
RPS6,mkl,spearman,0.5234319140680823,All
RPS6,mkl,spearman_p,9.965555649129816e-30,All
RPS6KA1,mkl,pearson,0.4475447556521501,All
RPS6KA1,mkl,pearson_p,3.036294328783555e-21,All
RPS6KA1,mkl,r2_score,-4.924484536367533,All
RPS6KA1,mkl,spearman,0.4016530380257686,All
RPS6KA1,mkl,spearman_p,4.6917226035154694e-17,All
RPS6KB1,mkl,pearson,0.5783966276842204,All
RPS6KB1,mkl,pearson_p,2.3515684164513625e-37,All
RPS6KB1,mkl,r2_score,-2.4063713197562566,All
RPS6KB1,mkl,spearman,0.5260748308471432,All
RPS6KB1,mkl,spearman_p,4.602998776971818e-30,All
RPTOR,mkl,pearson,0.4207147138999167,All
RPTOR,mkl,pearson_p,1.0204922304976087e-18,All
RPTOR,mkl,r2_score,-4.123784075186157,All
RPTOR,mkl,spearman,0.40984815055658735,All
RPTOR,mkl,spearman_p,9.323535366408842e-18,All
SCD,mkl,pearson,0.28135509020383326,All
SCD,mkl,pearson_p,9.077412228984428e-09,All
SCD,mkl,r2_score,-4.887598331282088,All
SCD,mkl,spearman,0.3245851225504945,All
SCD,mkl,spearman_p,2.4320801073335707e-11,All
SERPINE1,mkl,pearson,0.3042897330922873,All
SERPINE1,mkl,pearson_p,4.4281350198094777e-10,All
SERPINE1,mkl,r2_score,-7.543951594336621,All
SERPINE1,mkl,spearman,0.34088922090612306,All
SERPINE1,mkl,spearman_p,2.009459472200244e-12,All
SETD2,mkl,pearson,0.0728052471605359,All
SETD2,mkl,pearson_p,0.14457831271455823,All
SETD2,mkl,r2_score,-11.738315076500129,All
SETD2,mkl,spearman,0.11397474265346039,All
SETD2,mkl,spearman_p,0.02211531142899173,All
SLC1A5,mkl,pearson,0.47493074699449206,All
SLC1A5,mkl,pearson_p,4.5917636398637455e-24,All
SLC1A5,mkl,r2_score,-2.103517890009556,All
SLC1A5,mkl,spearman,0.5040010898020566,All
SLC1A5,mkl,spearman_p,2.3806486489619562e-27,All
SMAD1,mkl,pearson,0.36584719454724973,All
SMAD1,mkl,pearson_p,3.2967557508647896e-14,All
SMAD1,mkl,r2_score,-6.687090642206876,All
SMAD1,mkl,spearman,0.3905809664230008,All
SMAD1,mkl,spearman_p,3.8824616657954235e-16,All
SMAD3,mkl,pearson,0.3985331204178533,All
SMAD3,mkl,pearson_p,8.579020114177555e-17,All
SMAD3,mkl,r2_score,-4.744174388335334,All
SMAD3,mkl,spearman,0.44168775209350264,All
SMAD3,mkl,spearman_p,1.1302911861964161e-20,All
SMAD4,mkl,pearson,0.2263400851884826,All
SMAD4,mkl,pearson_p,4.4468158240046165e-06,All
SMAD4,mkl,r2_score,-8.773188811725344,All
SMAD4,mkl,spearman,0.24237767559253015,All
SMAD4,mkl,spearman_p,8.470633882984672e-07,All
SNAI1,mkl,pearson,0.29629150512847613,All
SNAI1,mkl,pearson_p,1.3090678177245038e-09,All
SNAI1,mkl,r2_score,-5.258430207374634,All
SNAI1,mkl,spearman,0.33210015545815613,All
SNAI1,mkl,spearman_p,7.848710659684265e-12,All
SQSTM1,mkl,pearson,0.5703614924243496,All
SQSTM1,mkl,pearson_p,3.7744920076111627e-36,All
SQSTM1,mkl,r2_score,-2.2647686709255463,All
SQSTM1,mkl,spearman,0.5811831484407046,All
SQSTM1,mkl,spearman_p,8.819914798975537e-38,All
SRC,mkl,pearson,0.4464634601673699,All
SRC,mkl,pearson_p,3.8776093457593284e-21,All
SRC,mkl,r2_score,-4.666518232846499,All
SRC,mkl,spearman,0.4676504463897743,All
SRC,mkl,spearman_p,2.733518246726449e-23,All
SRSF1,mkl,pearson,0.32434103377950163,All
SRSF1,mkl,pearson_p,2.5217726067929122e-11,All
SRSF1,mkl,r2_score,-5.690599913773202,All
SRSF1,mkl,spearman,0.34596066906204387,All
SRSF1,mkl,spearman_p,8.97512242184346e-13,All
STAT5A,mkl,pearson,0.3612695401265335,All
STAT5A,mkl,pearson_p,7.200154408368608e-14,All
STAT5A,mkl,r2_score,-5.966112389164766,All
STAT5A,mkl,spearman,0.38584274828509857,All
STAT5A,mkl,spearman_p,9.363400572609609e-16,All
STK11,mkl,pearson,0.17082511509012224,All
STK11,mkl,pearson_p,0.0005732059653574466,All
STK11,mkl,r2_score,-8.705143898962076,All
STK11,mkl,spearman,0.19681716783714026,All
STK11,mkl,spearman_p,6.95620572650215e-05,All
STMN1,mkl,pearson,0.1791632892377572,All
STMN1,mkl,pearson_p,0.00030058335255398036,All
STMN1,mkl,r2_score,-8.716515296140813,All
STMN1,mkl,spearman,0.22716251197930196,All
STMN1,mkl,spearman_p,4.096022235073343e-06,All
SYK,mkl,pearson,0.5611571210146287,All
SYK,mkl,pearson_p,8.273905002842503e-35,All
SYK,mkl,r2_score,-1.6065498664560232,All
SYK,mkl,spearman,0.5654962907497741,All
SYK,mkl,spearman_p,1.953589980900702e-35,All
TFRC,mkl,pearson,0.044197692661395525,All
TFRC,mkl,pearson_p,0.3761895316876074,All
TFRC,mkl,r2_score,-14.307436338211133,All
TFRC,mkl,spearman,0.05061659601086907,All
TFRC,mkl,spearman_p,0.31076665197976067,All
TGM2,mkl,pearson,0.3636566203361009,All
TGM2,mkl,pearson_p,4.7985438329440734e-14,All
TGM2,mkl,r2_score,-5.227028161418911,All
TGM2,mkl,spearman,0.4062983744090174,All
TGM2,mkl,spearman_p,1.887675695016455e-17,All
TIGAR,mkl,pearson,0.2500463704396603,All
TIGAR,mkl,pearson_p,3.6752089377930764e-07,All
TIGAR,mkl,r2_score,-8.047193533389418,All
TIGAR,mkl,spearman,0.2735841939013234,All
TIGAR,mkl,spearman_p,2.3783232201058152e-08,All
TP53,mkl,pearson,0.3826957134334507,All
TP53,mkl,pearson_p,1.6671281646520538e-15,All
TP53,mkl,r2_score,-3.0303722630733887,All
TP53,mkl,spearman,0.39715947382392497,All
TP53,mkl,spearman_p,1.1167714993394216e-16,All
TP53BP1,mkl,pearson,0.4469831267861702,All
TP53BP1,mkl,pearson_p,3.447961037740276e-21,All
TP53BP1,mkl,r2_score,-3.361170680083582,All
TP53BP1,mkl,spearman,0.4861896139237666,All
TP53BP1,mkl,spearman_p,2.6713795236533616e-25,All
TSC1,mkl,pearson,0.38525333560057695,All
TSC1,mkl,pearson_p,1.0436677413503645e-15,All
TSC1,mkl,r2_score,-4.305823241909443,All
TSC1,mkl,spearman,0.392838675767491,All
TSC1,mkl,spearman_p,2.539514663212376e-16,All
TSC2,mkl,pearson,0.32364702881432994,All
TSC2,mkl,pearson_p,2.7947799638500693e-11,All
TSC2,mkl,r2_score,-5.498977401445878,All
TSC2,mkl,spearman,0.3457690686500243,All
TSC2,mkl,spearman_p,9.255088617309192e-13,All
TUBA1B,mkl,pearson,0.43651296617360275,All
TUBA1B,mkl,pearson_p,3.535316949620212e-20,All
TUBA1B,mkl,r2_score,-4.593016393486573,All
TUBA1B,mkl,spearman,0.46209816414006905,All
TUBA1B,mkl,spearman_p,1.0356943388172697e-22,All
WWTR1,mkl,pearson,0.3026848060023437,All
WWTR1,mkl,pearson_p,5.518705062969264e-10,All
WWTR1,mkl,r2_score,-5.760079701644062,All
WWTR1,mkl,spearman,0.4004532102453511,All
WWTR1,mkl,spearman_p,5.921849773055271e-17,All
XBP1,mkl,pearson,0.07410872355768514,All
XBP1,mkl,pearson_p,0.13750569305978871,All
XBP1,mkl,r2_score,-15.698748231243922,All
XBP1,mkl,spearman,0.06398985515842572,All
XBP1,mkl,spearman_p,0.19987375277117245,All
XRCC1,mkl,pearson,0.4117388019487296,All
XRCC1,mkl,pearson_p,6.381461767667299e-18,All
XRCC1,mkl,r2_score,-4.423491248406089,All
XRCC1,mkl,spearman,0.41494196257893357,All
XRCC1,mkl,spearman_p,3.3385499126572172e-18,All
XRCC5,mkl,pearson,0.34786714592381796,All
XRCC5,mkl,pearson_p,6.603957919429341e-13,All
XRCC5,mkl,r2_score,-5.818252874876436,All
XRCC5,mkl,spearman,0.3717402079846167,All
XRCC5,mkl,spearman_p,1.1838871246071412e-14,All
YAP1,mkl,pearson,0.4102234606220375,All
YAP1,mkl,pearson_p,8.649225058650024e-18,All
YAP1,mkl,r2_score,-3.7385379534448315,All
YAP1,mkl,spearman,0.4174230636693583,All
YAP1,mkl,spearman_p,2.0115819765878375e-18,All
YBX1,mkl,pearson,0.2362186741034947,All
YBX1,mkl,pearson_p,1.623844915534091e-06,All
YBX1,mkl,r2_score,-11.296557130386933,All
YBX1,mkl,spearman,0.2297727724214086,All
YBX1,mkl,spearman_p,3.1493014776782034e-06,All
YWHAB,mkl,pearson,0.17709002635824017,All
YWHAB,mkl,pearson_p,0.00035387481920748853,All
YWHAB,mkl,r2_score,-9.997410253415207,All
YWHAB,mkl,spearman,0.24547526551206975,All
YWHAB,mkl,spearman_p,6.065666503135322e-07,All
YWHAZ,mkl,pearson,0.4720518785395395,All
YWHAZ,mkl,pearson_p,9.344512215633277e-24,All
YWHAZ,mkl,r2_score,-3.2598499304147754,All
YWHAZ,mkl,spearman,0.477504565861046,All
YWHAZ,mkl,spearman_p,2.4188897347248308e-24,All
